0.096386750871263695,191,152
0.035024230110166,45,37
0.168922658970652497,186,134
0.151604006660607007,187,161
0.19955767500123995,193,127
0.040048234999895,57,45
0.192487661648089776,166,117
0.039476788970814459,56,47
0.09201058464214386,98,69
0.148677917328499915,195,160
0.14153287007840178,214,158
0.021283794087308309,143,116
0.14724474952481006,146,118
0.128225311904621573,142,110
0.039040238918043395,114,95
0.00455325825,6,5
0.212097301821436169,255,136
0.211103647066478329,252,186
0.208599761140092282,216,143
0.0281457173869,49,32
0.125195266570469666,213,157
0.027861801429239756,69,54
0.087063967855451871,127,100
0.073932412672229954,129,90
0.058798212690398419,174,73
0.035337671703776154,61,50
0.031573225419975845,88,79
0.023289755,42,36
0.00063,125,124
0.164361166595668971,144,106
0.106514056276961391,176,144
0.10073081870631354,184,128
0.025724873789606628,35,33
0.041312829756410244,44,30
0.219202471109138,192,142
0.066978179907740712,205,154
0.077015392163409952,131,105
0.086581401460952755,103,74
0.200395560826995035,249,169
0.067048450661976,200,131
0.149299921416374658,231,164
0.0979233076869,201,170
0.10852864798636104,214,139
0.0136762464,28,26
0.0472473224619,141,103
0.04813461375,132,104
0.154469296323709583,215,160
0.05808538681116,114,93
0.11736571223786,98,74
0.046075486298011024,112,96
0.087861150228744,130,98
0.02146467125,37,31
0.281000370008402256,186,132
0.151929432901954963,196,132
0.045095028589190102,44,37
0.03572223805623805,121,72
0.089684461709439443,107,71
0.06365498313564459,126,94
0.046589313447932684,115,104
0.04184904523018288,64,53
0.034116671123821424,50,39
0.108685877580968607,228,165
0.0272123940233,57,50
0.033929850191875,44,37
0.026178942948585965,38,26
0.1646083654951478,167,116
0.0354680893139233,127,98
0.0292588009998284,41,37
0.042481385129979,100,68
0.090088989581512819,151,106
0.033332402075,33,25
0.029364669635,72,66
0.068045087558656,104,83
0.035720897214302932,54,47
0.122508691728626261,193,159
0.09585476536386764,129,111
0.0090696497,10,5
0.0193455664,27,21
0.04335292407,66,53
0.039815397305133363,63,54
0.062790808566477363,70,50
0.004202170000105,109,105
0.163720450024292938,232,199
0.0372856778015625,62,50
0.07309931969270783,93,70
0.014081405023656,15,10
0.0026925395,7,4
0.01936402275,39,34
0.165189766849359254,146,69
0.049154150695,145,114
0.04784480060447639,84,71
0.065029289674778886,75,57
0.106509978207305334,153,120
0.033821721298656,66,52
0.162766662939680443,237,152
0.11663534665,112,83
0.024755011338768604,51,43
0.02285299725,24,18
0.05989753151003824,112,88
0.054716432217722656,113,96
0.1107240420271455,163,123
0.0308313718,44,31
0.088958091533796432,120,101
0.109469993988800929,113,86
0.044996532767333032,52,38
0.038143639558818,155,75
0.020419141,29,24
0.0559368758082784,48,37
0.08936971071281005,144,101
0.188242648621162696,242,167
0.108394215357142009,192,140
0.2337062194,230,164
0.147353153261369885,245,179
0.039751653617918832,48,41
0.03360217426,51,40
0.085529432109091032,99,70
0.110111712027697458,215,165
0.0216303743,54,47
0.291317859445871526,255,205
0.106972500939349738,241,191
0.1131359700306336,187,105
0.035009524098896,58,45
0.024240140825,53,50
0.024313615782744236,43,39
0.0356601706248384,58,45
0.01017326265,11,10
0.079763602747431176,158,104
0.041698405879050932,108,100
0.0627843266733,108,76
0.193880652446625064,223,131
0.30145567982980705,215,156
0.0912972364333994,250,163
0.064896899970135076,109,96
0.21599895578921283,233,155
0.11145318071761326,208,145
0.028597310721795332,37,29
0.01120950619,17,14
0.063637041116617629,83,65
0.049948351171520525,60,43
0.342324815450568141,139,88
0.111659140439901692,190,137
0.02976623686,41,35
0.07590762774721145,146,122
0.02167119503,54,49
0.0544857939303557,84,73
0.081380740104986,98,77
0.011372639978645248,19,5
0.180673603544689877,216,152
0.049662144821421942,114,85
0.167340511866621783,155,115
0.209381843318602803,180,108
0.177373560287361816,219,107
0.045446918513315754,126,101
0.040018042027928816,57,35
0.117743596295918137,183,139
0.128665008433,163,119
0.0600681964733,150,119
0.04134909152645545,88,80
0.051254205036268,54,43
0.057332111380063,93,67
0.06524410044991104,132,100
0.041396458674657508,89,66
0.169849697489428847,257,173
0.02651334035,34,27
0.08243600722,117,93
2.256660315990897876,224,159
0.114895343472606828,100,77
0.048861727329891765,45,37
0.077368264992856618,56,40
0.100000294568739351,126,100
0.151433931259290034,38,29
0.18003878336415756,195,150
0.18020599749333605,125,91
0.236937382367980268,180,135
0.29256598757671749,246,213
0.208257347829083566,313,240
0.16170254879886072,141,106
0.236213777696357323,243,195
0.12828222826228468,147,127
0.163075292562746863,195,159
0.032213991912810847,45,43
0.040558597248140064,170,134
0.210932829871031121,243,193
0.1188394033,95,77
0.069265930798667,125,99
0.159751573254480421,245,156
0.0929822813,109,84
0.0120039038,12,9
0.044339384563732408,95,82
